GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,2014,2014,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,0.51 [0.49-0.52],0.50768,0.49393,0.52258,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,2015,2015,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,0.51 [0.5-0.53],0.51302,0.49900,0.52764,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,2016,2016,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,0.52 [0.51-0.54],0.52266,0.50893,0.53692,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2017,2017,,AMR,Americas,,,2017,2017,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,0.53 [0.51-0.54],0.52681,0.51299,0.54136,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,1999,1999,,AMR,Americas,,,1999,1999,,,USA,United States of America,,,,,MLE,Male,,,,,,,,0.94 [0.92-0.96],0.94246,0.92236,0.96270,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,USA,United States of America,,,,,MLE,Male,,,,,,,,0.9 [0.89-0.92],0.90470,0.88503,0.92422,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2001,2001,,AMR,Americas,,,2001,2001,,,USA,United States of America,,,,,MLE,Male,,,,,,,,0.87 [0.85-0.89],0.86998,0.85135,0.88860,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2002,2002,,AMR,Americas,,,2002,2002,,,USA,United States of America,,,,,MLE,Male,,,,,,,,0.85 [0.83-0.86],0.84656,0.82798,0.86494,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,2015,2015,,,USA,United States of America,,,,,MLE,Male,,,,,,,,0.64 [0.63-0.66],0.64104,0.62680,0.65612,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2016,2016,,AMR,Americas,,,2016,2016,,,USA,United States of America,,,,,MLE,Male,,,,,,,,0.64 [0.62-0.65],0.63597,0.62160,0.65100,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2017,2017,,AMR,Americas,,,2017,2017,,,USA,United States of America,,,,,MLE,Male,,,,,,,,0.63 [0.62-0.65],0.63240,0.61749,0.64757,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2018,2018,,AMR,Americas,,,2018,2018,,,USA,United States of America,,,,,MLE,Male,,,,,,,,0.63 [0.61-0.64],0.62882,0.61256,0.64456,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2019,2019,,AMR,Americas,,,2019,2019,,,USA,United States of America,,,,,MLE,Male,,,,,,,,0.62 [0.61-0.64],0.62437,0.60528,0.64352,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2000,2000,,AMR,Americas,,,2000,2000,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,0.82 [0.81-0.83],0.81697,0.80513,0.82816,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2001,2001,,AMR,Americas,,,2001,2001,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,0.79 [0.78-0.8],0.78977,0.77806,0.80034,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2002,2002,,AMR,Americas,,,2002,2002,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,0.77 [0.76-0.78],0.76762,0.75645,0.77788,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2003,2003,,AMR,Americas,,,2003,2003,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,0.75 [0.74-0.76],0.74831,0.73768,0.75792,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2017,2017,,AMR,Americas,,,2017,2017,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,0.58 [0.57-0.59],0.58087,0.57225,0.58998,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2018,2018,,AMR,Americas,,,2018,2018,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,0.58 [0.57-0.59],0.57902,0.56899,0.58879,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2019,2019,,AMR,Americas,,,2019,2019,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,0.58 [0.56-0.59],0.57537,0.56272,0.58780,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,PUBLISHED,Published,,2020,2020,,AMR,Americas,,,2020,2020,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,0.57 [0.55-0.59],0.57066,0.55342,0.58681,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1962,1962,,AMR,Americas,,,1962,1962,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,48 846 [48 001-49 668],48846.00000,48001.00000,49668.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1963,1963,,AMR,Americas,,,1963,1963,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,47 135 [46 321-47 939],47135.00000,46321.00000,47939.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1964,1964,,AMR,Americas,,,1964,1964,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,45 688 [44 902-46 475],45688.00000,44902.00000,46475.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1965,1965,,AMR,Americas,,,1965,1965,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,43 046 [42 322-43 806],43046.00000,42322.00000,43806.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1978,1978,,AMR,Americas,,,1978,1978,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,22 542 [22 151-22 943],22542.00000,22151.00000,22943.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1979,1979,,AMR,Americas,,,1979,1979,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,22 178 [21 781-22 572],22178.00000,21781.00000,22572.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1980,1980,,AMR,Americas,,,1980,1980,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,22 120 [21 723-22 509],22120.00000,21723.00000,22509.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1981,1981,,AMR,Americas,,,1981,1981,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,21 801 [21 403-22 210],21801.00000,21403.00000,22210.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1995,1995,,AMR,Americas,,,1995,1995,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,16 312 [16 011-16 601],16312.00000,16011.00000,16601.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1996,1996,,AMR,Americas,,,1996,1996,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,15 726 [15 434-16 017],15726.00000,15434.00000,16017.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1997,1997,,AMR,Americas,,,1997,1997,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,15 272 [14 986-15 553],15272.00000,14986.00000,15553.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1998,1998,,AMR,Americas,,,1998,1998,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,15 100 [14 819-15 372],15100.00000,14819.00000,15372.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,2012,2012,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,12 521 [12 297-12 748],12521.00000,12297.00000,12748.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2013,2013,,AMR,Americas,,,2013,2013,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,12 249 [12 023-12 474],12249.00000,12023.00000,12474.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,2014,2014,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,12 127 [11 903-12 347],12127.00000,11903.00000,12347.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,2015,2015,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,12 004 [11 786-12 225],12004.00000,11786.00000,12225.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1961,1961,,AMR,Americas,,,1961,1961,,,USA,United States of America,,,,,MLE,Male,,,,,,,,67 285 [66 157-68 389],67285.00000,66157.00000,68389.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1962,1962,,AMR,Americas,,,1962,1962,,,USA,United States of America,,,,,MLE,Male,,,,,,,,65 674 [64 566-66 725],65674.00000,64566.00000,66725.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1963,1963,,AMR,Americas,,,1963,1963,,,USA,United States of America,,,,,MLE,Male,,,,,,,,63 450 [62 386-64 517],63450.00000,62386.00000,64517.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1964,1964,,AMR,Americas,,,1964,1964,,,USA,United States of America,,,,,MLE,Male,,,,,,,,61 052 [60 024-62 084],61052.00000,60024.00000,62084.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1965,1965,,AMR,Americas,,,1965,1965,,,USA,United States of America,,,,,MLE,Male,,,,,,,,57 563 [56 615-58 535],57563.00000,56615.00000,58535.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1978,1978,,AMR,Americas,,,1978,1978,,,USA,United States of America,,,,,MLE,Male,,,,,,,,29 817 [29 316-30 322],29817.00000,29316.00000,30322.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1979,1979,,AMR,Americas,,,1979,1979,,,USA,United States of America,,,,,MLE,Male,,,,,,,,29 289 [28 791-29 794],29289.00000,28791.00000,29794.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1980,1980,,AMR,Americas,,,1980,1980,,,USA,United States of America,,,,,MLE,Male,,,,,,,,29 131 [28 635-29 641],29131.00000,28635.00000,29641.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1981,1981,,AMR,Americas,,,1981,1981,,,USA,United States of America,,,,,MLE,Male,,,,,,,,28 521 [28 014-29 022],28521.00000,28014.00000,29022.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1995,1995,,AMR,Americas,,,1995,1995,,,USA,United States of America,,,,,MLE,Male,,,,,,,,20 933 [20 561-21 296],20933.00000,20561.00000,21296.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1996,1996,,AMR,Americas,,,1996,1996,,,USA,United States of America,,,,,MLE,Male,,,,,,,,20 140 [19 772-20 495],20140.00000,19772.00000,20495.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1997,1997,,AMR,Americas,,,1997,1997,,,USA,United States of America,,,,,MLE,Male,,,,,,,,19 582 [19 230-19 934],19582.00000,19230.00000,19934.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1998,1998,,AMR,Americas,,,1998,1998,,,USA,United States of America,,,,,MLE,Male,,,,,,,,19 151 [18 804-19 488],19151.00000,18804.00000,19488.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,2012,2012,,,USA,United States of America,,,,,MLE,Male,,,,,,,,15 844 [15 561-16 118],15844.00000,15561.00000,16118.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2013,2013,,AMR,Americas,,,2013,2013,,,USA,United States of America,,,,,MLE,Male,,,,,,,,15 548 [15 272-15 823],15548.00000,15272.00000,15823.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,2014,2014,,,USA,United States of America,,,,,MLE,Male,,,,,,,,15 298 [15 021-15 566],15298.00000,15021.00000,15566.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,2015,2015,,,USA,United States of America,,,,,MLE,Male,,,,,,,,15 129 [14 861-15 391],15129.00000,14861.00000,15391.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1961,1961,,AMR,Americas,,,1961,1961,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,117 467 [115 509-119 379],117467.00000,115509.00000,119379.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1962,1962,,AMR,Americas,,,1962,1962,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,114 520 [112 636-116 341],114520.00000,112636.00000,116341.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1963,1963,,AMR,Americas,,,1963,1963,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,110 585 [108 789-112 388],110585.00000,108789.00000,112388.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1964,1964,,AMR,Americas,,,1964,1964,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,106 740 [104 987-108 514],106740.00000,104987.00000,108514.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1978,1978,,AMR,Americas,,,1978,1978,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,52 359 [51 513-53 209],52359.00000,51513.00000,53209.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1979,1979,,AMR,Americas,,,1979,1979,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,51 467 [50 612-52 316],51467.00000,50612.00000,52316.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1980,1980,,AMR,Americas,,,1980,1980,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,51 251 [50 399-52 096],51251.00000,50399.00000,52096.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1981,1981,,AMR,Americas,,,1981,1981,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,50 322 [49 462-51 168],50322.00000,49462.00000,51168.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1995,1995,,AMR,Americas,,,1995,1995,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,37 245 [36 621-37 854],37245.00000,36621.00000,37854.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1996,1996,,AMR,Americas,,,1996,1996,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,35 866 [35 255-36 482],35866.00000,35255.00000,36482.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1997,1997,,AMR,Americas,,,1997,1997,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,34 854 [34 255-35 451],34854.00000,34255.00000,35451.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,1998,1998,,AMR,Americas,,,1998,1998,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,34 251 [33 659-34 814],34251.00000,33659.00000,34814.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2011,2011,,AMR,Americas,,,2011,2011,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,29 092 [28 616-29 577],29092.00000,28616.00000,29577.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2012,2012,,AMR,Americas,,,2012,2012,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,28 365 [27 895-28 836],28365.00000,27895.00000,28836.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2013,2013,,AMR,Americas,,,2013,2013,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,27 797 [27 337-28 262],27797.00000,27337.00000,28262.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2014,2014,,AMR,Americas,,,2014,2014,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,27 425 [26 962-27 879],27425.00000,26962.00000,27879.00000,,,
CM_01,Number of deaths among children under-five,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,PUBLISHED,Published,,2015,2015,,AMR,Americas,,,2015,2015,,,USA,United States of America,,,,,BTSX,Both sexes,,,,,,,,27 133 [26 684-27 586],27133.00000,26684.00000,27586.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1956,1956,,AMR,Americas,,,1956,1956,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,45 244 [44 433-46 035],45244.00000,44433.00000,46035.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1957,1957,,AMR,Americas,,,1957,1957,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,45 644 [44 851-46 432],45644.00000,44851.00000,46432.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1958,1958,,AMR,Americas,,,1958,1958,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,45 217 [44 439-45 974],45217.00000,44439.00000,45974.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1959,1959,,AMR,Americas,,,1959,1959,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,44 184 [43 429-44 950],44184.00000,43429.00000,44950.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1973,1973,,AMR,Americas,,,1973,1973,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,23 019 [22 608-23 440],23019.00000,22608.00000,23440.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1974,1974,,AMR,Americas,,,1974,1974,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,21 730 [21 358-22 133],21730.00000,21358.00000,22133.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1975,1975,,AMR,Americas,,,1975,1975,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,20 848 [20 495-21 231],20848.00000,20495.00000,21231.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1976,1976,,AMR,Americas,,,1976,1976,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,19 996 [19 641-20 358],19996.00000,19641.00000,20358.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1990,1990,,AMR,Americas,,,1990,1990,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,16 537 [16 223-16 854],16537.00000,16223.00000,16854.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1991,1991,,AMR,Americas,,,1991,1991,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,16 111 [15 805-16 420],16111.00000,15805.00000,16420.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1992,1992,,AMR,Americas,,,1992,1992,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,15 506 [15 220-15 796],15506.00000,15220.00000,15796.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,1993,1993,,AMR,Americas,,,1993,1993,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,14 806 [14 539-15 075],14806.00000,14539.00000,15075.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2006,2006,,AMR,Americas,,,2006,2006,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,12 349 [12 118-12 582],12349.00000,12118.00000,12582.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2007,2007,,AMR,Americas,,,2007,2007,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,12 432 [12 201-12 664],12432.00000,12201.00000,12664.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2008,2008,,AMR,Americas,,,2008,2008,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,12 257 [12 029-12 484],12257.00000,12029.00000,12484.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2009,2009,,AMR,Americas,,,2009,2009,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,11 758 [11 541-11 974],11758.00000,11541.00000,11974.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,PUBLISHED,Published,,2010,2010,,AMR,Americas,,,2010,2010,,,USA,United States of America,,,,,FMLE,Female,,,,,,,,11 285 [11 076-11 493],11285.00000,11076.00000,11493.00000,,,
